Segment,Respondent_Serial,NPS1_1,NPS_Recode,NPS2
ISP,33342,0,Detractor,Terrible service and always changing rates!!
ISP,33344,7,Passive,
ISP,33361,8,Passive,Reasonable cost
ISP,33368,10,Promoter,very good service
ISP,33369,6,Detractor,I have no reason to recommend anything to anyone
ISP,33370,0,Detractor,"Comcasts' pricing for their bundles are too expensive for the ""value"" you get. Their internet is not reliable and their Internet speed is too inconsistent."
ISP,33378,5,Detractor,
ISP,33381,5,Detractor,It has great service and also a great price.
ISP,33388,8,Passive,I don't give recommendations to anyone.
ISP,33403,7,Passive,It works well
ISP,33405,8,Passive,Co the computer internet part has glitches with time and  signal power.mcast is good but not perfect.
ISP,33410,9,Promoter,We are pleased with their service.
ISP,33413,9,Promoter,Good customer service.
ISP,33416,9,Promoter,It's just a good company.
ISP,33417,4,Detractor,They are expensive and the telephone service sucks.
ISP,33419,9,Promoter,very reliable
ISP,33422,5,Detractor,"It is just ok, not amazing"
ISP,33427,7,Passive,cost
ISP,33428,7,Passive,"It is just ""ok"""
ISP,33430,8,Passive,Service is pretty good but could be better
ISP,33444,5,Detractor,
ISP,33472,8,Passive,"I appreciate the channels we receive on Comcast, but hate the billing system. It seems that each month there is an unexpected increase.  You have to study your bill each month and then contact the company, hoping they will respond to your desire for NO new services.  Frustrating."
ISP,33475,7,Passive,Cost
ISP,33481,0,Detractor,Extremely poor internet download speeds that they will not fix.
ISP,33483,7,Passive,They are the only company for hi-speed net here
ISP,33487,5,Detractor,Swag
ISP,33492,8,Passive,
ISP,33502,5,Detractor,
ISP,33504,5,Detractor,Expensive.
ISP,33510,4,Detractor,
ISP,33515,8,Passive,
ISP,33516,8,Passive,The service is reliable.
ISP,33517,10,Promoter,
ISP,33518,2,Detractor,Poor customer service and high cost
ISP,33529,10,Promoter,"Good service, very few if any blackouts!"
ISP,33536,8,Passive,Good service.
ISP,33550,9,Promoter,
ISP,33560,0,Detractor,jacking pricing and terrible customer satisfaction
ISP,33562,3,Detractor,The DVR service is sub par for the money
ISP,33570,7,Passive,They are expensive and you get interruptions
ISP,33579,3,Detractor,The cost is way to high.
ISP,33597,8,Passive,It is dependable but a little slow.
ISP,33598,7,Passive,
ISP,33599,6,Detractor,no tv guide to show you what is on
ISP,33613,9,Promoter,service
ISP,33616,4,Detractor,The service is very good but it is expensive.I have suggested  they offer a senior discoiunt
ISP,33625,7,Passive,"Like the service, but the internet is slow, and sometimes off, seems to be a chronic thing, also with other users I know"
ISP,33627,10,Promoter,good service andcomppany
ISP,33630,7,Passive,
ISP,33632,7,Passive,This is the only internet service where I live.
ISP,33635,2,Detractor,
ISP,33639,9,Promoter,They are fairly good.  really haven't had any problems with them
ISP,33670,0,Detractor,terrible service
ISP,33678,7,Passive,Because you have to live in a certain area to get suddenlink
ISP,33685,10,Promoter,
ISP,33693,7,Passive,Internet is  not fast enough and Phone is very costly
ISP,33720,5,Detractor,doesn't always work well for the price
ISP,33730,8,Passive,Good phone service but internet is really slow
ISP,33737,9,Promoter,I like the bundled items
ISP,33741,1,Detractor,Their Customer Service is horrible. Do NOT expect to solve any problems and they will just hang up on you. If there was something any little way better I would leave them in a moment.
ISP,33746,8,Passive,"In this area there aren't many choices for providers to choose from. Of the options available, I feel Cox is the better of the few. So I would recommend. Would I like more options? Yes. I like my service options better when the company I am using has real competition."
ISP,33758,10,Promoter,WE HAVEAND BEEN WITH FRINTIER FOR A WHILE AND HAVE HAD NO PROBLEMS WITH THE SERVICE.
ISP,33780,5,Detractor,
ISP,33786,7,Passive,the bandwidth isnt big enough and we continuously have trouble with streaming tv
ISP,33835,3,Detractor,"because their prices consistantly go up, while at the same time they limit your internet usage (that you are paying premium prices for) forcing you into a higher tier"
ISP,33839,10,Promoter,I have not had any problems with them
ISP,33857,6,Detractor,"We are still new to this provider. So far, I like the general speed of our internet, but our household has run into some hitches with streaming video which should otherwise be supported. It remains to  be seen how we will fare with this provider."
ISP,33868,5,Detractor,they are a monopoly in this area
ISP,33870,7,Passive,It's a 10 for service; but it's too expensive.
ISP,33882,10,Promoter,great service
ISP,33895,8,Passive,
ISP,33913,2,Detractor,"Because suddenlink increase your bill without warning you, while decreasing the value of the services they offer.  They also make their VIP customers pay more than the new customers; which is very backwards to me.  It seems that the VIP customers should accumulate trust and have their bills decreased ,not the other way around."
ISP,33932,6,Detractor,
ISP,33933,8,Passive,They have good rates and good internet connections.
ISP,33961,5,Detractor,"I have Comcast because it is the only way to get high-speed Internet in my area. The company sucks, and their TV coverage isn't as good as Dish Network's"
ISP,34005,8,Passive,"Few issues with cable, internet, or phone service, fair prices."
ISP,34014,9,Promoter,Good service
ISP,34030,8,Passive,because
ISP,34032,9,Promoter,less disruption during storms
ISP,34034,5,Detractor,
ISP,34052,7,Passive,Purple yellow dinosaur
ISP,34062,6,Detractor,frghththtghfghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
ISP,34069,10,Promoter,
ISP,34075,7,Passive,"It's OK, nothing wonderful or exciting."
ISP,34083,10,Promoter,
ISP,34100,10,Promoter,they are very dependable
ISP,34108,0,Detractor,"The internet goes out at least once a day, and when it is working, it's super slow."
ISP,34120,10,Promoter,it a great company give graet services
ISP,34133,9,Promoter,customer service
ISP,34149,7,Passive,"I have a decent price, but service is not consistent."
ISP,34166,9,Promoter,Leader in telecommunications; no problems with service
ISP,34169,7,Passive,Their internet is fine speed is good for the price. however the tv channels you get is not good for the price. I would like more channels for that price.
ISP,34183,8,Passive,
ISP,34196,8,Passive,"Occasional the weather change for the worst, whereas a tree branch falls on the cable or loss of power. Is mainly the down-fall for having cable. For if the cable was to be located underground, chances are that it might get cut by someone looking for a place to put up a fence. I have been with my cable company since the 1970's and not about to change."
ISP,34261,3,Detractor,some channels get scrambled and no technician can figure out a solution
ISP,34262,7,Passive,customer service that they offer
ISP,34271,8,Passive,It works fine...but I would like to pay less
ISP,34272,8,Passive,"it has its problems, but is only cable company available in this area"
ISP,34274,5,Detractor,"They provide the service at on ok price, not a good price but better than the competitors.  The service is also ok, nothing special, but mostly reliable."
ISP,34283,8,Passive,good internet speeds
ISP,34309,10,Promoter,GOOD SEVICE THOUGH AT TOO HIGH A PRICE
ISP,34314,8,Passive,I like the service
ISP,34324,3,Detractor,SLOW internet and they don't have anything better
ISP,34356,10,Promoter,I use to work for Comcast. Great service.
ISP,34360,10,Promoter,"Good reliable service, price is right, great customer service, do everything they can to satisfy their customers"
ISP,34361,5,Detractor,My internet is slow.
ISP,34382,7,Passive,Fairly new to the company and am still getting to know them.
ISP,34396,8,Passive,cost
ISP,34404,2,Detractor,"expensive and not very reliable, customer service is very poor"
ISP,34410,8,Passive,they are a good company. Dependable.   EXCEPT for people who live in the country
ISP,34414,6,Detractor,They dropped a significant number of channels that I LOVED watching.
ISP,34429,6,Detractor,They aren't great but they aren't awful
ISP,34442,7,Passive,Good service.
ISP,34459,10,Promoter,Its the only one around us
ISP,34465,8,Passive,
ISP,34483,7,Passive,satisfied with it
ISP,34536,7,Passive,customer service call center not very good
ISP,34539,8,Passive,Reliable
ISP,34541,9,Promoter,it's the only service available in my area
ISP,34548,1,Detractor,"they are like all the others, overpriced and not worth it. would rather not have cable at all but need internet"
ISP,34557,6,Detractor,high cost
ISP,34571,8,Passive,I like suddenlink but it is expensive
ISP,34588,7,Passive,A lot of choices
ISP,34589,4,Detractor,They are expensive.
ISP,34601,9,Promoter,satisfied with all services
ISP,34625,0,Detractor,they suck ass
ISP,34641,7,Passive,it's not great nor cheap
ISP,34644,2,Detractor,All the services are the same.  In previous times I had service with Comcast and its all about the same
ISP,34647,7,Passive,The service is very good but the pricing and continuous price increases is my greatest frustration with Comcast.
ISP,34649,8,Passive,service
ISP,34650,8,Passive,
ISP,34652,10,Promoter,"Fast internet, no drops and the amount we're charged is ""ok."" Not as expensive as Comcast."
ISP,34653,9,Promoter,no problems with service
ISP,34654,7,Passive,
ISP,34655,8,Passive,n/a
ISP,34656,6,Detractor,Slow response time.
ISP,34662,10,Promoter,Service has been excellent
ISP,34666,8,Passive,"decent customer service and offers good packages, reliable service"
ISP,34672,0,Detractor,high cost
ISP,34673,7,Passive,
ISP,34675,6,Detractor,"Internet service is very poor.  For example, the download and upload speeds are very low."
ISP,34676,7,Passive,
ISP,34677,3,Detractor,price too high
ISP,34678,5,Detractor,Paying for high speed internet and not cooperating.
ISP,34679,8,Passive,Stable
ISP,34683,10,Promoter,everything works
ISP,34684,6,Detractor,"Service it good,but prices are higher that satelite providers"
ISP,34685,10,Promoter,great customer service
ISP,34687,7,Passive,They are good but not great
ISP,34689,5,Detractor,"TV service is spotty, installation setup is a nightmare. Phone service is overpriced."
ISP,34690,8,Passive,"Good service, high cost"
ISP,34691,7,Passive,Generally happy with service
ISP,34693,6,Detractor,They have been good over the years but they are beginning to charge to much.  There are other services available that provide better value.
ISP,34695,2,Detractor,POOR SERVICE
ISP,34696,7,Passive,"I think the service is good, and somewhat reasonably priced if you keep a contract.  However, having them correct the bill to reflect the proper pricing can take multiple phone calls."
ISP,34697,9,Promoter,general satisfaction with service
ISP,34699,2,Detractor,"The service is not consistent and the equipment they provide is outdated and all refurbished. Also, their prices are very high for the service given."
ISP,34700,2,Detractor,"prices, customer service no whole home dvr services"
ISP,34701,2,Detractor,they are becoming just too expensive
ISP,34702,9,Promoter,It works beautifully and I like it better than cable
