Respondent_Serial,NPS2
210936,"I just started using USAA, so I can't attest to how the coverage is."
222632,"I just switched providers, the price is great but have not had to deal with them yet."
201758,I just switched to them from Liberty Mutual and I was able to lower my policy by $700 a year and get more coverage for my auto and renters insurance.
201821,I just switched to this company when I moved to a state that 21 Century does not insure.  GEICO was the cheapest option that provided the level of coverage that I wanted
241564,I keep them because of the cost.  Most of the time I don't speak to my agent - simply send the payment.
289566,I know a number of people who already had Farmers when I changed my insurance to them and know that everyone seems to be happy with them and their rates.
297812,i like
217362,"I like all in one credit union, credit card, investing and insurance"
204280,I like being able to speak with an agent in person.  I would also recommend Nationwide because it is a reputable company; I haven't heard anything bad about the company.  I feel like I am getting good service for the money.  I feel like Nationwide will be there when I need them.  I also have perks like roadside assistance including a car rental included with my policy.
210267,"I like Erie, but they no longer allow free credit card payments."
186867,I like Geico. Everything is straightforward. The rates are fair and competitive.
208533,I like how easy it was ti switch and the whole online experience
187071,i like it
200578,"I like it, but I do not recommend anything to anyone"
